postalCode,lat,lon,locality,label,poi_id,types
35800,48.6325489,-2.0538046,Dinard,Exposition Un Eté de Henri Rivière - Galerie Saphir,FMABRE035V52C9DS,["EntertainmentAndEvent"]
22770,48.606175,-2.1508368,Lancieux,Visite guidée : Lancieux & ses légendes,FMABRE035V529BWZ,["EntertainmentAndEvent" "Visit"]
35800,48.623797,-2.0505941,Dinard,Exposition - Port Breton a 100 ans 1923-2023,FMABRE035V52AK4O,["EntertainmentAndEvent"]
35800,48.62715,-2.14227,Saint-Briac-sur-Mer,Jean-Yves Le Denmat - Compagnie du Chorâtre,ASCBRE035V528X5P,["EntertainmentAndEvent"]
35780,48.6170895,-2.028094,La Richardais,Visite guidée - Espace découverte EDF,FMABRE035V528WM7,["EntertainmentAndEvent" "Visit"]
35730,48.57973,-2.05882,Pleurtuit,JEP - Les 150 ans de l'église,FMABRE035V52CK77,["EntertainmentAndEvent"]
35780,48.6170895,-2.028094,La Richardais,Visite guidée - Espace découverte EDF,FMABRE035V528WM6,["EntertainmentAndEvent" "Visit"]
35800,48.63423,-2.05682,Dinard,Quator piano 4 mains – Violon et violoncelle,FMABRE035V52C174,["EntertainmentAndEvent"]
22100,48.45262,-2.04307,Dinan,Festival milonguero - Dinan tango,FMABRE022V541IYM,["EntertainmentAndEvent"]
22100,48.4559609,-2.0404861,Dinan,Exposition LANGE Didier Au café du Globe,FMABRE022V541GUO,["EntertainmentAndEvent"]
22490,48.527538,-2.00327,Plouër-sur-Rance,Descente de la Rance en canoë-kayak de Dinan à Plouër-sur-Rance,FMABRE022V544T0T,["EntertainmentAndEvent"]
35800,48.6186704,-2.0725023,Dinard,Vent de Voyage - Visite des ateliers,FMABRE035V52BE03,["EntertainmentAndEvent" "Visit"]
22490,48.527538,-2.00327,Plouër-sur-Rance,Rando kayak et plantes sauvages,FMABRE022V544T2D,["EntertainmentAndEvent"]
22100,48.4577828,-2.035881,Lanvallay,Sortie nature - Algues et plantes comestibles du bord de mer,FMABRE022V54152S,["EntertainmentAndEvent"]
35730,48.60773,-2.07096,Pleurtuit,Atelier enfant - Je fabrique un passe trappe,FMABRE035V52C599,["EntertainmentAndEvent"]
22100,48.4421,-2.0394,Dinan,Exposition Artiste autodidacte-Rose Jéhanno,FMABRE022V541GF7,["EntertainmentAndEvent"]
35870,48.57671,-2.01213,Le Minihic-sur-Rance,Balade nautique - Stand Up Paddle,FMABRE035V52B3YD,["EntertainmentAndEvent"]
22100,48.4753616,-2.0173454,Taden,Exposition - L'Art au Manoir,FMABRE022V53OZMO,["EntertainmentAndEvent"]
35780,48.6170895,-2.028094,La Richardais,Visite guidée - Espace découverte EDF,FMABRE035V528WLO,["EntertainmentAndEvent" "Visit"]
22100,48.4421,-2.0394,Dinan,Exposition Bertrand Secret "Cosmophanie",FMABRE022V541GGD,["EntertainmentAndEvent"]
35800,48.633024,-2.055125,Dinard,Dinard en fête à Saint-Alexandre,FMABRE035V5251U6,["EntertainmentAndEvent"]
35800,48.62079,-2.12712,Saint-Briac-sur-Mer,Fête du jeu,FMABRE035V52BXSV,["EntertainmentAndEvent"]
